Show X Axis Title,,,,,,,YES,YES,,YES,YES,,YES,YES,,YES,YES,,YES,YES,,YES,YES,,YES,YES,,YES,YES,,YES,YES,,YES,YES
Show Y Axis Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lines To Chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Format 1,Format 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start of Data,X-axis,X-axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-09-18 05:42,2019-09-17-39.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_cc2_position2,Benzene,2.55,33.36,ppb,3159612.311,Area,Toluene,3.65,0.54,ppb,52226.331,Area,Ethylbenzene,5.41,1.28,ppb,156361.01,Area,"(m,p)Xylene",5.78,0.36,ppb,68486.545,Area,o-Xylene,6.36,0.69,ppb,87826.843,Area
,2019-09-18 06:11,2019-09-17-40.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 06:38,2019-09-17-41.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db1_position1,Benzene,2.56,1.27,ppb,120751.227,Area,Toluene,3.66,0.68,ppb,66603.831,Area,Ethylbenzene,5.67,0.36,ppb,40422.636,Area,"(m,p)Xylene",5.67,0.25,ppb,40422.636,Area,o-Xylene,6.36,0.76,ppb,97082.482,Area
,2019-09-18 07:08,2019-09-17-42.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 07:37,2019-09-17-43.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db1_position2,Benzene,2.54,15.8,ppb,1496107.111,Area,Toluene,3.63,0.34,ppb,31567.725,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.34,4.36,ppb,562196.334,Area
,2019-09-18 08:07,2019-09-17-44.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 09:03,2019-09-17-46.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 09:30,2019-09-17-47.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db2_position2,Benzene,2.55,38.75,ppb,3669863.123,Area,Toluene,3.68,0.45,ppb,43024.455,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.35,4.5,ppb,579515.732,Area
,2019-09-18 10:00,2019-09-17-48.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk_8min_bake,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 10:30,2019-09-17-49.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk_8min_bake,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 10:59,2019-09-17-50.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,10ppb_btx,Benzene,2.58,9.41,ppb,890999.825,Area,Toluene,3.66,10.52,ppb,1082816.281,Area,Ethylbenzene,5.61,9.86,ppb,1237415.887,Area,"(m,p)Xylene",5.77,10.09,ppb,2513241.207,Area,o-Xylene,6.36,9.86,ppb,1271644.5,Area
,2019-09-18 11:29,2019-09-17-51.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 11:56,2019-09-17-52.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_control_1/2,Benzene,2.57,0.21,ppb,20190.696,Area,Toluene,3.63,0.44,ppb,41973.576,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",5.76,0.17,ppb,19280.945,Area,o-Xylene,6.35,0.08,ppb,9861.564,Area
,2019-09-18 11:56,2019-09-17-52.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_control_1/2,Benzene,2.57,0.22,ppb,20471.853,Area,Toluene,3.63,0.44,ppb,41973.576,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",5.76,0.17,ppb,19280.945,Area,o-Xylene,6.35,0.08,ppb,9861.564,Area
,2019-09-18 12:25,2019-09-17-53.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 12:54,2019-09-17-54.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db1_position2_spiked_100ppb,Benzene,2.56,107.86,ppb,10215074.26,Area,Toluene,3.61,96.65,ppb,9975298.862,Area,Ethylbenzene,5.51,102.85,ppb,12956365.23,Area,"(m,p)Xylene",5.69,98.85,ppb,24838314.85,Area,o-Xylene,6.31,99.16,ppb,12794964.73,Area
,2019-09-18 13:24,2019-09-17-55.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,2.59,0.06,ppb,5934.006,Area,Toluene,3.64,0.2,ppb,16723.5,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",5.75,0.15,ppb,13764.516,Area,o-Xylene,6.35,0.09,ppb,10662.128,Area
,2019-09-18 13:50,2019-09-17-56.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_cc1_1/2,Benzene,2.55,34.54,ppb,3271155.564,Area,Toluene,3.6,2.01,ppb,203250.894,Area,Ethylbenzene,5.42,2.4,ppb,298086.913,Area,"(m,p)Xylene",5.8,0.55,ppb,114245.761,Area,o-Xylene,6.36,1.03,ppb,132481.774,Area
,2019-09-18 14:20,2019-09-17-57.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,3.66,0.11,ppb,7406.944,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",5.75,0.13,ppb,8948.158,Area,o-Xylene,6.29,0.1,ppb,12683.916,Area
,2019-09-18 06:38,2019-09-17-41.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db1_position1,Benzene,2.46,21.61,ppb,2046878.669,Area,Toluene,3.66,0.68,ppb,66603.831,Area,Ethylbenzene,5.67,0.36,ppb,40422.636,Area,"(m,p)Xylene",5.67,0.25,ppb,40422.636,Area,o-Xylene,6.36,0.76,ppb,97082.482,Area
,2019-09-18 08:34,2019-09-17-45.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db2_position1,Benzene,2.44,24.52,ppb,2488982.59,Area,Toluene,3.46,25.03,ppb,1019976.914,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.35,13.13,ppb,167308.188,Area
,2019-09-18 14:50,2019-09-17-58.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_cc2_1/2,Benzene,2.54,36.63,ppb,3469386.527,Area,Toluene,3.64,0.34,ppb,30884.188,Area,Ethylbenzene,5.57,0.14,ppb,12167.452,Area,"(m,p)Xylene",5.79,0.23,ppb,34389.871,Area,o-Xylene,6.35,0.31,ppb,39274.375,Area
,2019-09-18 15:20,2019-09-17-59.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 15:46,2019-09-17-60.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db1_1/2,Benzene,2.55,16.6,ppb,1571769.292,Area,Toluene,3.64,0.45,ppb,42385.913,Area,Ethylbenzene,5.58,0.1,ppb,7883.944,Area,"(m,p)Xylene",5.71,0.21,ppb,29798.808,Area,o-Xylene,6.34,4.68,ppb,603844.75,Area
,2019-09-18 16:16,2019-09-17-61.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 16:45,2019-09-17-62.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db2_1/2,Benzene,2.54,40.43,ppb,3829431.797,Area,Toluene,3.66,0.34,ppb,31118.831,Area,Ethylbenzene,5.55,0.15,ppb,14284.623,Area,"(m,p)Xylene",5.79,0.16,ppb,16991.08,Area,o-Xylene,6.35,4.21,ppb,541975.448,Area
,2019-09-18 17:15,2019-09-17-63.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 18:13,2019-09-17-64.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day34_db2_2/2,Benzene,2.55,39.95,ppb,3783669.412,Area,Toluene,3.7,0.31,ppb,28493.972,Area,Ethylbenzene,5.5,0.31,ppb,34134.899,Area,"(m,p)Xylene",5.72,0.18,ppb,23106.99,Area,o-Xylene,6.35,4.6,ppb,593268.941,Area
,2019-09-18 18:43,2019-09-18-01.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk_8min_bake,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 19:13,2019-09-18-02.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk_8min_bake,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 19:42,2019-09-18-03.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day41_control_1/2,Benzene,2.59,0.14,ppb,13379.964,Area,Toluene,3.66,0.35,ppb,31925.265,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",5.78,0.2,ppb,28003.791,Area,o-Xylene,6.39,0.05,ppb,6213.909,Area
,2019-09-18 20:12,2019-09-18-04.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 20:40,2019-09-18-05.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day41_cc1_1/2,Benzene,2.46,16.42,ppb,1555459.467,Area,Toluene,3.48,2.28,ppb,231383.978,Area,Ethylbenzene,5.68,0.93,ppb,112313.935,Area,"(m,p)Xylene",5.68,0.54,ppb,112313.935,Area,o-Xylene,6.36,0.37,ppb,46946.229,Area
,2019-09-18 21:09,2019-09-18-06.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-18 21:36,2019-09-18-07.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day41_cc1_2/2,Benzene,2.46,13.1,ppb,1240477.866,Area,Toluene,3.48,8.48,ppb,872160.931,Area,Ethylbenzene,5.42,3.01,ppb,374002.095,Area,"(m,p)Xylene",5.8,0.25,ppb,38670.677,Area,o-Xylene,6.36,0.73,ppb,93864.301,Area
,2019-09-18 22:33,2019-09-18-09.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day41_cc2_1/2,Benzene,2.45,17.05,ppb,1615182.194,Area,Toluene,3.46,6.68,ppb,685552.804,Area,Ethylbenzene,5.47,0.34,ppb,38511.956,Area,"(m,p)Xylene",5.77,0.37,ppb,70776.283,Area,o-Xylene,6.35,0.29,ppb,37026.881,Area
,2019-09-18 23:29,2019-09-18-11.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day41_db1_1/2,Benzene,2.53,18.15,ppb,1718777.518,Area,Toluene,3.6,0.81,ppb,79888.135,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.36,0.55,ppb,69958,Area
,2019-09-18 23:59,2019-09-18-12.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 00:25,2019-09-18-13.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,day41_db2_1/2,Benzene,2.55,30.71,ppb,2908785.731,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.36,1.46,ppb,187846.336,Area
,2019-09-19 00:55,2019-09-18-14.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 01:25,2019-09-18-15.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_recon_control,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 01:55,2019-09-18-16.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 02:24,2019-09-18-17.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_control,Benzene,2.58,0.05,ppb,4802.909,Area,Toluene,3.65,0.34,ppb,31548.314,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",5.79,0.2,ppb,27364.302,Area,o-Xylene,6.36,0.2,ppb,25390.297,Area
,2019-09-19 02:54,2019-09-18-18.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 03:23,2019-09-18-19.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc1_12,Benzene,2.55,1.56,ppb,147342.382,Area,Toluene,3.49,0.68,ppb,66555.755,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.35,0.1,ppb,12663.773,Area
,2019-09-19 03:53,2019-09-18-20.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 04:23,2019-09-18-21.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc1_25,Benzene,2.54,3.85,ppb,364504.27,Area,Toluene,3.47,1.47,ppb,147940.874,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.38,0.36,ppb,45562.751,Area
,2019-09-19 04:52,2019-09-18-22.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 05:22,2019-09-18-23.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc1_50,Benzene,2.54,4.64,ppb,439111.765,Area,Toluene,3.48,1.57,ppb,158526.833,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.36,0.31,ppb,38814.928,Area
,2019-09-19 05:51,2019-09-18-24.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 06:21,2019-09-18-25.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc1_50_replicate,Benzene,2.52,4.7,ppb,445343.789,Area,Toluene,3.47,2.68,ppb,272955.432,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.37,0.48,ppb,60746.347,Area
,2019-09-19 06:50,2019-09-18-26.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 07:20,2019-09-18-27.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc1_100,Benzene,2.52,7.45,ppb,705873.682,Area,Toluene,3.47,3.73,ppb,381683.923,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.37,0.57,ppb,72677.914,Area
,2019-09-19 07:49,2019-09-18-28.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 08:19,2019-09-18-29.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc2 12,Benzene,2.55,1.64,ppb,155756.621,Area,Toluene,3.52,0.39,ppb,36093.314,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.39,0.11,ppb,14072.451,Area
,2019-09-19 08:49,2019-09-18-30.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 09:18,2019-09-18-31.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc2_25,Benzene,2.55,4.05,ppb,383460.298,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,5.56,0.19,ppb,19466.528,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.41,0.23,ppb,28520.832,Area
,2019-09-19 09:48,2019-09-18-32.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 10:17,2019-09-18-33.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc2_50,Benzene,2.54,4.85,ppb,459457.851,Area,Toluene,3.66,0.15,ppb,11721.184,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.35,0.19,ppb,23516.83,Area
,2019-09-19 10:47,2019-09-18-34.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 11:17,2019-09-18-35.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_cc2_100,Benzene,2.55,22.39,ppb,2120882.589,Area,Toluene,3.68,0.26,ppb,22878.785,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",5.78,0.21,ppb,29097.189,Area,o-Xylene,6.36,0.9,ppb,115549.158,Area
,2019-09-19 11:46,2019-09-18-36.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 12:16,2019-09-18-37.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db1_12,Benzene,2.56,2.52,ppb,238745.813,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.37,0.14,ppb,16847.492,Area
,2019-09-19 12:45,2019-09-18-38.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 13:15,2019-09-18-39.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db1_25,Benzene,2.55,5.39,ppb,510168.115,Area,Toluene,3.47,0.48,ppb,45795.65,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.37,0.28,ppb,35189.032,Area
,2019-09-19 13:45,2019-09-18-40.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 14:14,2019-09-18-41.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db1_50,Benzene,2.55,12.57,ppb,1190426.572,Area,Toluene,3.7,0.17,ppb,13267.262,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.36,0.42,ppb,53730.691,Area
,2019-09-19 14:44,2019-09-18-42.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 15:14,2019-09-18-43.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db1_100,Benzene,2.51,7.5,ppb,710021.57,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.36,1.38,ppb,177340.171,Area
,2019-09-19 15:43,2019-09-18-44.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 16:13,2019-09-18-45.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db2_12,Benzene,2.52,2.17,ppb,205892.943,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.37,0.22,ppb,27368.951,Area
,2019-09-19 16:42,2019-09-18-46.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 17:12,2019-09-19-01.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db2_25,Benzene,2.55,5.64,ppb,534438.986,Area,Toluene,3.66,0.17,ppb,13313.412,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.37,0.51,ppb,65035.479,Area
,2019-09-19 17:42,2019-09-19-02.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 18:11,2019-09-19-03.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,10ppb_btx,Benzene,2.57,9.22,ppb,872951.305,Area,Toluene,3.64,8.84,ppb,908547.127,Area,Ethylbenzene,5.59,9.39,ppb,1178599.768,Area,"(m,p)Xylene",5.76,9.6,ppb,2392315.991,Area,o-Xylene,6.36,9.49,ppb,1223252.325,Area
,2019-09-19 18:40,2019-09-19-04.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 19:07,2019-09-19-05.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db2_50,Benzene,2.52,5.86,ppb,555088.098,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,5.56,0.21,ppb,21623.362,Area,"(m,p)Xylene",5.76,0.16,ppb,16172.439,Area,o-Xylene,6.36,0.5,ppb,64321.5,Area
,2019-09-19 19:36,2019-09-19-06.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,blk,Benzene,0,0,ppb,0,Area,Toluene,0,0,ppb,0,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,0,0,ppb,0,Area
,2019-09-19 20:03,2019-09-19-07.D,D:\MSD_DATA\2019-09\,BTX_GC3.M,tox3_db2_100,Benzene,2.53,14.86,ppb,1407475.425,Area,Toluene,3.69,0.17,ppb,13574.544,Area,Ethylbenzene,0,0,ppb,0,Area,"(m,p)Xylene",0,0,ppb,0,Area,o-Xylene,6.34,3.74,ppb,481446.354,Area
